2026-02-23 10:00,SRV_ALBA_01,INFO,102
2026-02-23 10:01,SRV_CLUJ_02,ERROR,850
2026-02-23 10:02,SRV_BBU_05,INFO,45
2026-02-23 10:03,SRV_ALBA_01,WARNING,320
2026-02-23 10:04,SRV_ALBA_03,CRITICAL,1500
2026-02-23 10:05,SRV_CLUJ_01,INFO,110
2026-02-23 10:06,SRV_BBU_02,ERROR,920
2026-02-23 10:07,SRV_ALBA_01,INFO,98
2026-02-23 10:08,SRV_ALBA_02,INFO,105
2026-02-23 10:09,SRV_CLUJ_02,WARNING,410
2026-02-23 10:10,SRV_BBU_05,CRITICAL,2100
2026-02-23 10:11,SRV_ALBA_03,ERROR,780
2026-02-23 10:12,SRV_CLUJ_01,INFO,115
2026-02-23 10:13,SRV_ALBA_01,INFO,101
2026-02-23 10:14,SRV_BBU_02,WARNING,290
2026-02-23 10:15,SRV_ALBA_02,INFO,108
2026-02-23 10:16,SRV_CLUJ_02,ERROR,1100
2026-02-23 10:17,SRV_BBU_05,INFO,52
2026-02-23 10:18,SRV_ALBA_03,INFO,112
2026-02-23 10:19,SRV_CLUJ_01,ERROR,880
2026-02-23 10:20,SRV_ALBA_01,WARNING,350
2026-02-23 10:21,SRV_BBU_02,CRITICAL,1850
2026-02-23 10:22,SRV_ALBA_02,INFO,104
2026-02-23 10:23,SRV_CLUJ_02,INFO,118
2026-02-23 10:24,SRV_BBU_05,ERROR,650
2026-02-23 10:25,SRV_ALBA_03,WARNING,405
2026-02-23 10:26,SRV_CLUJ_01,INFO,109
2026-02-23 10:27,SRV_ALBA_01,ERROR,940
2026-02-23 10:28,SRV_BBU_02,INFO,60
2026-02-23 10:29,SRV_ALBA_02,INFO,103
2026-02-23 10:30,SRV_CLUJ_02,CRITICAL,2500
2026-02-23 10:31,SRV_BBU_05,INFO,55
2026-02-23 10:32,SRV_ALBA_03,ERROR,820
2026-02-23 10:33,SRV_CLUJ_01,WARNING,315
2026-02-23 10:34,SRV_ALBA_01,INFO,97
2026-02-23 10:35,SRV_BBU_02,ERROR,710
2026-02-23 10:36,SRV_ALBA_02,INFO,106
2026-02-23 10:37,SRV_CLUJ_02,WARNING,425
2026-02-23 10:38,SRV_BBU_05,INFO,48
2026-02-23 10:39,SRV_ALBA_03,INFO,114
2026-02-23 10:40,SRV_CLUJ_01,ERROR,990
2026-02-23 10:41,SRV_ALBA_01,INFO,102
2026-02-23 10:42,SRV_BBU_02,INFO,58
2026-02-23 10:43,SRV_ALBA_02,CRITICAL,1950
2026-02-23 10:44,SRV_CLUJ_02,INFO,116
2026-02-23 10:45,SRV_BBU_05,ERROR,760
2026-02-23 10:46,SRV_ALBA_03,WARNING,380
2026-02-23 10:47,SRV_CLUJ_01,INFO,111
2026-02-23 10:48,SRV_ALBA_01,ERROR,870
2026-02-23 10:49,SRV_BBU_02,INFO,62
2026-02-23 10:50,SRV_ALBA_02,WARNING,295
2026-02-23 10:51,SRV_CLUJ_02,ERROR,930
2026-02-23 10:52,SRV_BBU_05,INFO,50
2026-02-23 10:53,SRV_ALBA_03,CRITICAL,2150
2026-02-23 10:54,SRV_CLUJ_01,INFO,113
2026-02-23 10:55,SRV_ALBA_01,INFO,99
2026-02-23 10:56,SRV_BBU_02,ERROR,680
2026-02-23 10:57,SRV_ALBA_02,INFO,107
2026-02-23 10:58,SRV_CLUJ_02,INFO,119
2026-02-23 10:59,SRV_BBU_05,WARNING,340
2026-02-23 11:00,SRV_ALBA_03,ERROR,895
2026-02-23 11:01,SRV_CLUJ_01,INFO,114
2026-02-23 11:02,SRV_ALBA_01,CRITICAL,1700
2026-02-23 11:03,SRV_BBU_02,INFO,59
2026-02-23 11:04,SRV_ALBA_02,ERROR,740
2026-02-23 11:05,SRV_CLUJ_02,INFO,117
2026-02-23 11:06,SRV_BBU_05,INFO,54
2026-02-23 11:07,SRV_ALBA_03,INFO,110
2026-02-23 11:08,SRV_CLUJ_01,WARNING,305
2026-02-23 11:09,SRV_ALBA_01,INFO,100
2026-02-23 11:10,SRV_BBU_02,ERROR,810
2026-02-23 11:11,SRV_ALBA_02,INFO,105
2026-02-23 11:12,SRV_CLUJ_02,ERROR,1050
2026-02-23 11:13,SRV_BBU_05,INFO,51
2026-02-23 11:14,SRV_ALBA_03,INFO,112
2026-02-23 11:15,SRV_CLUJ_01,CRITICAL,2800
2026-02-23 11:16,SRV_ALBA_01,INFO,103
2026-02-23 11:17,SRV_BBU_02,WARNING,360
2026-02-23 11:18,SRV_ALBA_02,INFO,106
2026-02-23 11:19,SRV_CLUJ_02,ERROR,770
2026-02-23 11:20,SRV_BBU_05,INFO,49
2026-02-23 11:21,SRV_ALBA_03,ERROR,840
2026-02-23 11:22,SRV_CLUJ_01,INFO,115
2026-02-23 11:23,SRV_ALBA_01,INFO,98
2026-02-23 11:24,SRV_BBU_02,ERROR,900
2026-02-23 11:25,SRV_ALBA_02,INFO,104
2026-02-23 11:26,SRV_CLUJ_02,WARNING,440
2026-02-23 11:27,SRV_BBU_05,INFO,53
2026-02-23 11:28,SRV_ALBA_03,INFO,113
2026-02-23 11:29,SRV_CLUJ_01,ERROR,690
2026-02-23 11:30,SRV_ALBA_01,INFO,101
2026-02-23 11:31,SRV_BBU_02,INFO,61
2026-02-23 11:32,SRV_ALBA_02,ERROR,815
2026-02-23 11:33,SRV_CLUJ_02,CRITICAL,2300
2026-02-23 11:34,SRV_BBU_05,INFO,56
2026-02-23 11:35,SRV_ALBA_03,INFO,111
2026-02-23 11:36,SRV_CLUJ_01,WARNING,325
2026-02-23 11:37,SRV_ALBA_01,ERROR,720
2026-02-23 11:38,SRV_BBU_02,INFO,57
2026-02-23 11:39,SRV_ALBA_02,INFO,108
2026-02-23 11:40,SRV_CLUJ_02,ERROR,845
2026-02-23 11:41,SRV_BBU_05,INFO,52
2026-02-23 11:42,SRV_ALBA_03,WARNING,390
2026-02-23 11:43,SRV_CLUJ_01,INFO,110
2026-02-23 11:44,SRV_ALBA_01,INFO,102
2026-02-23 11:45,SRV_BBU_02,CRITICAL,2050
2026-02-23 11:46,SRV_ALBA_02,INFO,105
2026-02-23 11:47,SRV_CLUJ_02,ERROR,960
2026-02-23 11:48,SRV_BBU_05,INFO,50
2026-02-23 11:49,SRV_ALBA_03,ERROR,885
2026-02-23 11:50,SRV_CLUJ_01,INFO,112
2026-02-23 11:51,SRV_ALBA_01,INFO,99
2026-02-23 11:52,SRV_BBU_02,WARNING,285
2026-02-23 11:53,SRV_ALBA_02,INFO,107
2026-02-23 11:54,SRV_CLUJ_02,INFO,118
2026-02-23 11:55,SRV_BBU_05,ERROR,735
2026-02-23 11:56,SRV_ALBA_03,INFO,115
2026-02-23 11:57,SRV_CLUJ_01,ERROR,825
2026-02-23 11:58,SRV_ALBA_01,INFO,100
2026-02-23 11:59,SRV_BBU_02,INFO,63
2026-02-23 12:00,SRV_ALBA_02,ERROR,790
2026-02-23 12:01,SRV_CLUJ_02,WARNING,415
2026-02-23 12:02,SRV_BBU_05,INFO,54
2026-02-23 12:03,SRV_ALBA_03,INFO,114
2026-02-23 12:04,SRV_CLUJ_01,CRITICAL,2200
2026-02-23 12:05,SRV_ALBA_01,INFO,101
2026-02-23 12:06,SRV_BBU_02,INFO,60
2026-02-23 12:07,SRV_ALBA_02,INFO,106
2026-02-23 12:08,SRV_CLUJ_02,ERROR,880
2026-02-23 12:09,SRV_BBU_05,INFO,52
2026-02-23 12:10,SRV_ALBA_03,ERROR,740
2026-02-23 12:11,SRV_CLUJ_01,WARNING,330
2026-02-23 12:12,SRV_ALBA_01,INFO,98
2026-02-23 12:13,SRV_BBU_02,ERROR,910
2026-02-23 12:14,SRV_ALBA_02,INFO,104
2026-02-23 12:15,SRV_CLUJ_02,INFO,117
2026-02-23 12:16,SRV_BBU_05,INFO,51
2026-02-23 12:17,SRV_ALBA_03,CRITICAL,2400
2026-02-23 12:18,SRV_CLUJ_01,INFO,113
2026-02-23 12:19,SRV_ALBA_01,INFO,102
2026-02-23 12:20,SRV_BBU_02,ERROR,755
2026-02-23 12:21,SRV_ALBA_02,WARNING,370
2026-02-23 12:22,SRV_CLUJ_02,INFO,116
2026-02-23 12:23,SRV_BBU_05,ERROR,820
2026-02-23 12:24,SRV_ALBA_03,INFO,111
2026-02-23 12:25,SRV_CLUJ_01,ERROR,915
2026-02-23 12:26,SRV_ALBA_01,INFO,103
2026-02-23 12:27,SRV_BBU_02,INFO,59
2026-02-23 12:28,SRV_ALBA_02,INFO,105
2026-02-23 12:29,SRV_CLUJ_02,ERROR,1010
2026-02-23 12:30,SRV_BBU_05,INFO,55
2026-02-23 12:31,SRV_ALBA_03,INFO,112
2026-02-23 12:32,SRV_CLUJ_01,WARNING,320
2026-02-23 12:33,SRV_ALBA_01,INFO,100
2026-02-23 12:34,SRV_BBU_02,CRITICAL,2600
2026-02-23 12:35,SRV_ALBA_02,INFO,108
2026-02-23 12:36,SRV_CLUJ_02,INFO,119
2026-02-23 12:37,SRV_BBU_05,ERROR,695
2026-02-23 12:38,SRV_ALBA_03,INFO,113
2026-02-23 12:39,SRV_CLUJ_01,ERROR,760
2026-02-23 12:40,SRV_ALBA_01,INFO,101
2026-02-23 12:41,SRV_BBU_02,INFO,62
2026-02-23 12:42,SRV_ALBA_02,WARNING,340
2026-02-23 12:43,SRV_CLUJ_02,INFO,115
2026-02-23 12:44,SRV_BBU_05,INFO,53
2026-02-23 12:45,SRV_ALBA_03,ERROR,830
2026-02-23 12:46,SRV_CLUJ_01,INFO,111
2026-02-23 12:47,SRV_ALBA_01,ERROR,950
2026-02-23 12:48,SRV_BBU_02,INFO,58
2026-02-23 12:49,SRV_ALBA_02,INFO,107
2026-02-23 12:50,SRV_CLUJ_02,CRITICAL,2100
2026-02-23 12:51,SRV_BBU_05,INFO,51
2026-02-23 12:52,SRV_ALBA_03,INFO,114
2026-02-23 12:53,SRV_CLUJ_01,ERROR,875
2026-02-23 12:54,SRV_ALBA_01,INFO,102
2026-02-23 12:55,SRV_BBU_02,INFO,60
2026-02-23 12:56,SRV_ALBA_02,ERROR,660
2026-02-23 12:57,SRV_CLUJ_02,WARNING,430
2026-02-23 12:58,SRV_BBU_05,INFO,55
2026-02-23 12:59,SRV_ALBA_03,INFO,113
2026-02-23 13:00,SRV_CLUJ_01,INFO,110
2026-02-23 13:01,SRV_ALBA_01,ERROR,840
2026-02-23 13:02,SRV_BBU_02,INFO,61
2026-02-23 13:03,SRV_ALBA_02,INFO,105
2026-02-23 13:04,SRV_CLUJ_02,ERROR,910
2026-02-23 13:05,SRV_BBU_05,CRITICAL,1900
2026-02-23 13:06,SRV_ALBA_03,INFO,112
2026-02-23 13:07,SRV_CLUJ_01,INFO,115
2026-02-23 13:08,SRV_ALBA_01,WARNING,310
2026-02-23 13:09,SRV_BBU_02,INFO,59
2026-02-23 13:10,SRV_ALBA_02,ERROR,720
2026-02-23 13:11,SRV_CLUJ_02,INFO,117
2026-02-23 13:12,SRV_BBU_05,INFO,53
2026-02-23 13:13,SRV_ALBA_03,ERROR,805
2026-02-23 13:14,SRV_CLUJ_01,INFO,114
2026-02-23 13:15,SRV_ALBA_01,INFO,100
2026-02-23 13:16,SRV_BBU_02,ERROR,870
2026-02-23 13:17,SRV_ALBA_02,INFO,106
2026-02-23 13:18,SRV_CLUJ_02,WARNING,385
2026-02-23 13:19,SRV_BBU_05,INFO,52
2026-02-23 13:20,SRV_ALBA_03,INFO,113
2026-02-23 13:21,SRV_CLUJ_01,ERROR,650
2026-02-23 13:22,SRV_ALBA_01,INFO,99
2026-02-23 13:23,SRV_BBU_02,INFO,64
2026-02-23 13:24,SRV_ALBA_02,CRITICAL,2800
2026-02-23 13:25,SRV_CLUJ_02,INFO,118
2026-02-23 13:26,SRV_BBU_05,INFO,56
2026-02-23 13:27,SRV_ALBA_03,ERROR,890
2026-02-23 13:28,SRV_CLUJ_01,INFO,112
2026-02-23 13:29,SRV_ALBA_01,INFO,101
2026-02-23 13:30,SRV_BBU_02,ERROR,715
2026-02-23 13:31,SRV_ALBA_02,INFO,107
2026-02-23 13:32,SRV_CLUJ_02,INFO,116
2026-02-23 13:33,SRV_BBU_05,WARNING,355
2026-02-23 13:34,SRV_ALBA_03,INFO,111
2026-02-23 13:35,SRV_CLUJ_01,ERROR,945
2026-02-23 13:36,SRV_ALBA_01,INFO,103
2026-02-23 13:37,SRV_BBU_02,INFO,58
2026-02-23 13:38,SRV_ALBA_02,ERROR,825
2026-02-23 13:39,SRV_CLUJ_02,INFO,119
2026-02-23 13:40,SRV_BBU_05,INFO,54
2026-02-23 13:41,SRV_ALBA_03,ERROR,765
2026-02-23 13:42,SRV_CLUJ_01,INFO,110
2026-02-23 13:43,SRV_ALBA_01,WARNING,290
2026-02-23 13:44,SRV_BBU_02,INFO,60
2026-02-23 13:45,SRV_ALBA_02,INFO,108
2026-02-23 13:46,SRV_CLUJ_02,CRITICAL,2450
2026-02-23 13:47,SRV_BBU_05,INFO,51
2026-02-23 13:48,SRV_ALBA_03,INFO,114
